,Time,Temperature,Dew Point,Humidity,Wind,Wind Speed,Wind Gust,Pressure,Precip.,Condition,Date,DateTime
0,12:00 AM,82.0,77.0,84, SE,9,0.0,29.73,0.0, Fair,2021-04-04,2021-04-04 00:00:00
1,12:30 AM,82.0,77.0,84, SE,13,0.0,29.7,0.0, Fair,2021-04-04,2021-04-04 00:30:00
2,1:00 AM,82.0,77.0,84, SE,12,0.0,29.7,0.0, Fair,2021-04-04,2021-04-04 01:00:00
3,1:30 AM,82.0,77.0,84, SE,8,0.0,29.7,0.0, Fair,2021-04-04,2021-04-04 01:30:00
4,2:00 AM,82.0,77.0,84, SE,8,0.0,29.67,0.0, Fair,2021-04-04,2021-04-04 02:00:00
5,2:30 AM,82.0,75.0,79, SE,10,0.0,29.67,0.0, Fair,2021-04-04,2021-04-04 02:30:00
6,3:00 AM,81.0,75.0,84, SE,8,0.0,29.67,0.0, Partly Cloudy,2021-04-04,2021-04-04 03:00:00
7,3:30 AM,81.0,75.0,84, SE,6,0.0,29.7,0.0, Partly Cloudy,2021-04-04,2021-04-04 03:30:00
8,4:00 AM,81.0,73.0,79, SE,8,0.0,29.7,0.0, Partly Cloudy,2021-04-04,2021-04-04 04:00:00
9,4:30 AM,81.0,73.0,79, SE,7,0.0,29.7,0.0, Partly Cloudy,2021-04-04,2021-04-04 04:30:00
10,5:00 AM,81.0,75.0,84, SE,6,0.0,29.7,0.0, Partly Cloudy,2021-04-04,2021-04-04 05:00:00
11,5:30 AM,81.0,75.0,84, SSE,5,0.0,29.73,0.0, Partly Cloudy,2021-04-04,2021-04-04 05:30:00
12,6:00 AM,81.0,75.0,84, SSE,5,0.0,29.73,0.0, Partly Cloudy,2021-04-04,2021-04-04 06:00:00
13,6:30 AM,82.0,75.0,79, SE,7,0.0,29.76,0.0, Partly Cloudy,2021-04-04,2021-04-04 06:30:00
14,7:00 AM,82.0,75.0,79, SE,6,0.0,29.76,0.0, Fair,2021-04-04,2021-04-04 07:00:00
15,7:30 AM,84.0,75.0,74, SE,9,0.0,29.76,0.0, Fair,2021-04-04,2021-04-04 07:30:00
16,8:00 AM,86.0,77.0,74, SE,9,0.0,29.79,0.0, Fair,2021-04-04,2021-04-04 08:00:00
17,8:30 AM,86.0,77.0,74, SE,9,0.0,29.79,0.0, Partly Cloudy,2021-04-04,2021-04-04 08:30:00
18,9:00 AM,88.0,75.0,66, SSE,12,0.0,29.79,0.0, Partly Cloudy,2021-04-04,2021-04-04 09:00:00
19,9:30 AM,90.0,75.0,62, SE,10,0.0,29.79,0.0, Partly Cloudy,2021-04-04,2021-04-04 09:30:00
20,10:00 AM,91.0,75.0,59, SE,7,0.0,29.79,0.0, Partly Cloudy,2021-04-04,2021-04-04 10:00:00
21,10:30 AM,90.0,75.0,62, E,9,0.0,29.79,0.0, Mostly Cloudy,2021-04-04,2021-04-04 10:30:00
22,11:00 AM,91.0,73.0,55, E,6,0.0,29.76,0.0, Mostly Cloudy,2021-04-04,2021-04-04 11:00:00
23,11:30 AM,91.0,73.0,55, ESE,7,0.0,29.76,0.0, Mostly Cloudy,2021-04-04,2021-04-04 11:30:00
24,12:00 PM,93.0,72.0,49, SE,7,0.0,29.73,0.0, Partly Cloudy,2021-04-04,2021-04-04 12:00:00
25,12:30 PM,90.0,75.0,62, S,8,0.0,0.0,0.0, Light Rain Shower,2021-04-04,2021-04-04 12:30:00
26,1:00 PM,90.0,75.0,62, SW,9,0.0,29.7,0.0, Light Rain Shower,2021-04-04,2021-04-04 13:00:00
27,1:30 PM,84.0,79.0,84, SSE,10,0.0,29.7,0.0, T-Storm,2021-04-04,2021-04-04 13:30:00
28,2:00 PM,81.0,75.0,84, VAR,2,0.0,29.67,0.0, Light Rain with Thunder,2021-04-04,2021-04-04 14:00:00
29,2:30 PM,75.0,73.0,94, VAR,16,37.0,29.7,0.0, Heavy T-Storm,2021-04-04,2021-04-04 14:30:00
30,3:00 PM,81.0,73.0,79, S,7,0.0,29.67,0.0, Light Rain with Thunder,2021-04-04,2021-04-04 15:00:00
31,3:30 PM,82.0,77.0,84, S,6,0.0,29.67,0.0, Partly Cloudy,2021-04-04,2021-04-04 15:30:00
32,4:00 PM,86.0,79.0,79, S,5,0.0,29.67,0.0, Partly Cloudy,2021-04-04,2021-04-04 16:00:00
33,4:30 PM,88.0,77.0,70, SSW,6,0.0,29.67,0.0, Partly Cloudy,2021-04-04,2021-04-04 16:30:00
34,5:00 PM,88.0,75.0,66, SSW,8,0.0,29.67,0.0, Fair,2021-04-04,2021-04-04 17:00:00
35,5:30 PM,88.0,73.0,62, S,9,0.0,29.7,0.0, Fair,2021-04-04,2021-04-04 17:30:00
36,6:00 PM,86.0,72.0,62, S,10,0.0,29.7,0.0, Fair,2021-04-04,2021-04-04 18:00:00
37,6:30 PM,86.0,73.0,66, S,8,0.0,29.7,0.0, Partly Cloudy,2021-04-04,2021-04-04 18:30:00
38,7:00 PM,84.0,75.0,74, SSE,9,0.0,29.73,0.0, Partly Cloudy,2021-04-04,2021-04-04 19:00:00
39,7:30 PM,84.0,75.0,74, SSE,10,0.0,29.73,0.0, Fair,2021-04-04,2021-04-04 19:30:00
40,8:00 PM,84.0,75.0,74, SSE,8,0.0,29.76,0.0, Fair,2021-04-04,2021-04-04 20:00:00
41,8:30 PM,84.0,75.0,74, SSE,7,0.0,29.76,0.0, Fair,2021-04-04,2021-04-04 20:30:00
42,9:00 PM,84.0,75.0,74, SE,6,0.0,29.79,0.0, Partly Cloudy,2021-04-04,2021-04-04 21:00:00
43,9:30 PM,84.0,75.0,74, SSE,8,0.0,29.82,0.0, Partly Cloudy,2021-04-04,2021-04-04 21:30:00
44,10:00 PM,82.0,75.0,79, SE,6,0.0,29.82,0.0, Partly Cloudy,2021-04-04,2021-04-04 22:00:00
45,10:30 PM,82.0,75.0,79, SE,9,0.0,29.82,0.0, Partly Cloudy,2021-04-04,2021-04-04 22:30:00
46,11:00 PM,82.0,75.0,79, S,6,0.0,29.82,0.0, Partly Cloudy,2021-04-04,2021-04-04 23:00:00
47,11:30 PM,82.0,75.0,79, VAR,3,0.0,29.82,0.0, Partly Cloudy,2021-04-04,2021-04-04 23:30:00
