,Time,Temperature,Dew Point,Humidity,Wind,Wind Speed,Wind Gust,Pressure,Precip.,Condition,Date,DateTime
0,12:00 AM,77.0,70.0,78.0, N,5.0,0.0,29.76, 0.0 in, Partly Cloudy,2020-11-14,2020-11-14 00:00:00
1,12:30 AM,77.0,70.0,78.0, VAR,3.0,0.0,29.76, 0.0 in, Partly Cloudy,2020-11-14,2020-11-14 00:30:00
2,1:00 AM,77.0,70.0,78.0, VAR,3.0,0.0,29.76, 0.0 in, Partly Cloudy,2020-11-14,2020-11-14 01:00:00
3,1:30 AM,75.0,70.0,83.0, NNW,3.0,0.0,29.76, 0.0 in, Partly Cloudy,2020-11-14,2020-11-14 01:30:00
4,2:00 AM,75.0,70.0,83.0, VAR,2.0,0.0,29.73, 0.0 in, Partly Cloudy,2020-11-14,2020-11-14 02:00:00
5,2:30 AM,75.0,70.0,83.0, VAR,3.0,0.0,29.73, 0.0 in, Partly Cloudy,2020-11-14,2020-11-14 02:30:00
6,3:00 AM,75.0,70.0,83.0, VAR,3.0,0.0,29.73, 0.0 in, Partly Cloudy,2020-11-14,2020-11-14 03:00:00
7,3:30 AM,75.0,70.0,83.0, NNW,3.0,0.0,29.73, 0.0 in, Partly Cloudy,2020-11-14,2020-11-14 03:30:00
8,4:00 AM,73.0,70.0,88.0, NNW,5.0,0.0,29.73, 0.0 in, Partly Cloudy,2020-11-14,2020-11-14 04:00:00
9,4:30 AM,73.0,70.0,88.0, N,5.0,0.0,29.73, 0.0 in, Partly Cloudy,2020-11-14,2020-11-14 04:30:00
10,5:00 AM,73.0,70.0,88.0, N,5.0,0.0,29.73, 0.0 in, Partly Cloudy,2020-11-14,2020-11-14 05:00:00
11,5:30 AM,73.0,70.0,88.0, NW,7.0,0.0,29.73, 0.0 in, Partly Cloudy,2020-11-14,2020-11-14 05:30:00
12,6:00 AM,73.0,70.0,88.0, NW,5.0,0.0,29.73, 0.0 in, Partly Cloudy,2020-11-14,2020-11-14 06:00:00
13,6:30 AM,75.0,70.0,83.0, NW,6.0,0.0,29.76, 0.0 in, Fair,2020-11-14,2020-11-14 06:30:00
14,7:00 AM,77.0,70.0,78.0, NNW,7.0,0.0,29.76, 0.0 in, Fair,2020-11-14,2020-11-14 07:00:00
15,7:30 AM,79.0,72.0,78.0, NNW,6.0,0.0,29.76, 0.0 in, Fair,2020-11-14,2020-11-14 07:30:00
16,8:00 AM,81.0,70.0,70.0, N,7.0,0.0,29.79, 0.0 in, Fair,2020-11-14,2020-11-14 08:00:00
17,8:30 AM,81.0,70.0,70.0, N,8.0,0.0,29.79, 0.0 in, Fair,2020-11-14,2020-11-14 08:30:00
18,9:00 AM,81.0,72.0,74.0, N,7.0,0.0,29.79, 0.0 in, Fair,2020-11-14,2020-11-14 09:00:00
19,9:30 AM,84.0,72.0,66.0, N,7.0,0.0,29.79, 0.0 in, Fair,2020-11-14,2020-11-14 09:30:00
20,10:00 AM,84.0,70.0,62.0, N,5.0,0.0,29.79, 0.0 in, Fair,2020-11-14,2020-11-14 10:00:00
21,10:30 AM,88.0,72.0,58.0, N,8.0,0.0,29.79, 0.0 in, Fair,2020-11-14,2020-11-14 10:30:00
22,11:00 AM,88.0,70.0,55.0, WNW,8.0,0.0,29.76, 0.0 in, Fair,2020-11-14,2020-11-14 11:00:00
23,11:30 AM,88.0,64.0,46.0, NW,8.0,0.0,29.76, 0.0 in, Fair,2020-11-14,2020-11-14 11:30:00
24,12:00 PM,90.0,68.0,49.0, NW,5.0,0.0,29.73, 0.0 in, Fair,2020-11-14,2020-11-14 12:00:00
25,12:30 PM,90.0,66.0,46.0, VAR,5.0,0.0,29.73, 0.0 in, Fair,2020-11-14,2020-11-14 12:30:00
26,1:00 PM,91.0,66.0,43.0, N,7.0,0.0,29.7, 0.0 in, Fair,2020-11-14,2020-11-14 13:00:00
27,1:30 PM,91.0,68.0,46.0, NNW,6.0,0.0,29.7, 0.0 in, Fair,2020-11-14,2020-11-14 13:30:00
28,2:00 PM,91.0,70.0,49.0, NNW,7.0,0.0,29.67, 0.0 in, Fair,2020-11-14,2020-11-14 14:00:00
29,2:30 PM,91.0,70.0,49.0, N,7.0,0.0,29.67, 0.0 in, Fair,2020-11-14,2020-11-14 14:30:00
30,3:00 PM,91.0,68.0,46.0, N,5.0,0.0,29.67, 0.0 in, Fair,2020-11-14,2020-11-14 15:00:00
31,3:30 PM,91.0,66.0,43.0, NW,5.0,0.0,29.67, 0.0 in, Fair,2020-11-14,2020-11-14 15:30:00
32,4:00 PM,90.0,68.0,49.0, NW,7.0,0.0,29.67, 0.0 in, Fair,2020-11-14,2020-11-14 16:00:00
33,4:30 PM,90.0,68.0,49.0, VAR,3.0,0.0,29.67, 0.0 in, Partly Cloudy,2020-11-14,2020-11-14 16:30:00
34,5:00 PM,88.0,68.0,52.0, N,5.0,0.0,29.67, 0.0 in, Partly Cloudy,2020-11-14,2020-11-14 17:00:00
35,5:30 PM,86.0,70.0,58.0, N,8.0,0.0,29.7, 0.0 in, Partly Cloudy,2020-11-14,2020-11-14 17:30:00
36,6:00 PM,86.0,68.0,55.0, NW,5.0,0.0,29.7, 0.0 in, Partly Cloudy,2020-11-14,2020-11-14 18:00:00
